texto,review_score,sentimento
"Chegou antes do praso
Satisfeita com a compra
Obrigada, 
Até a próxima",5,positivo
"Recomendo sim Na verdade, eu fiquei foi surpreso com a rapidez da entrega. Realmente foi muito antes do prazo estipulado.",5,positivo
0,5,positivo
Estou indgnada pois nao recebi o produto e nao tive nenhuma resposta por onde ele anda...estou muito chateada e quero meu dinheiro de volta!,1,negativo
"Boa tarde!
Fiz a compra de três porta papel higiênico com lixeira, até o momento só entregaram duas, ainda resta um para ser entregue. Gostaria de saber quando vão entregar o que está faltando.",1,negativo
Recebi uma ligação do vendedor falando que o produto estava em falta e que devia cancelar a compra mas não estou conseguindo cancelar,1,negativo
"a cama iglu é otima, minha cachorra adorou, ela é macia e confortavel",4,positivo
produto entregue no prazo,5,positivo
Produto excelente...,5,positivo
Gostei foi entregue bem antes do prazo super rápido,5,positivo
Eu quero saber onde está meu produto que Ainda não recebi !!!! Esta demorando horrores !!,1,negativo
"super recomendado Recebi o produto na forma contratada, inclusive na data anunciada;",5,positivo
Não recebi o produto  Não recebi o produto e ainda não tive o reembolso,1,negativo
Satisfatorio,3,neutro
"Excelente produto, cumpriu exatamente o que prometeu. Recomendo à todos.",5,positivo
De acordo com anúncio ótimo tecido comprarei novamente,5,positivo
"Fiz uma compra tranquila, recebi emails sobre o andamento do produto, não houve nenhum atraso e meu produto chegou novinho embalado e bem antes do prazo.",5,positivo
"MUITO BOM ATENDIMENTO, RAPIDO E PRECISO,....",5,positivo
Comprei no site cabos hdmi retrátil e me foi enviado outro tipo. Na compra a foto e discrição era retrátil. A dois dias liguei para esta loja deixei recado e não retornaram. Estou aguardando.,2,negativo
O produto chegou rápido e correto.,5,positivo
0,1,negativo
Adesivos amassados O adesivos chegaram amassados. Vou ver se quando aplicar normaliza.,3,neutro
Faltou atualização O produto foi entregue porém a atualização do status de onde ele estava ou se já tinha sido enviado não aconteceu. Recebi mas de surpresa pq o app não me atualizou de nada sobre o status da compra,1,negativo
Recebi o produto dentro do prazo em otimas condições produto de ótima qualidade,5,positivo
"A loja é muito boa,mas ás vezes os pedidos veêm erado",5,positivo
"Comprei três e só entregaram dois.
Ficarei aguardando um retorno!",1,negativo
Tudo certo..!!! 100%.... aconselho!!!!,5,positivo
Preciso da nota fiscal,2,negativo
super recomendo produto muito útil,5,positivo
Maravilhoso comprar nas lannister,5,positivo
"PESSIMO O PRODUTO O QUAL CHEGOU EM MINHA RESIDENCIA , ERA SIM O PRODUTO O QUAL EU HAVIA FEITO O PEDIDO, POREM O PRODUTO NAO ESTAVA NOS PADROES O QUAL DEVERIA SE ENCONTRAR , FOI UMA FALTA TOTAL DE RESPEITO .",1,negativo
"Me entregaram o pedido antes do prazo, quando menos esperava ele chega.",5,positivo
foi minha primeira vez que comprei e comparei mais vezes,5,positivo
"Pedido entregue incompleto.
Solicitado 2 faixas.
Recebido somente 1.
Como proceder?",1,negativo
Bom.,4,positivo
"Produto de excelente qualidade, couro legítimo, chegou bem antes do prazo estipulado.",5,positivo
Safisfeita  Estou muito satisfeita com a rapidez na entrega e pelo preço do produto,5,positivo
"Recomendo. Apesar do cabo ser um pouco curto, é um ótimo produto. Chegou dentro do prazo estabelecido.",4,positivo
Produto sensacional excelente qualidade,5,positivo
Loja ótima preço bom dia bom entregou certinho porteiro entregou bonito,5,positivo
Satisfeito,4,positivo
Nao recebi o produto,1,negativo
optimo muito bom,5,positivo
"Estou com muitos problemas. A cadeira foi entregue parcialmente montada e mal embalada e com peça faltando. Parafusos e peças estavam soltos na caixa, e uma das peças foi entregue quebrada.",2,negativo
Produto nao foi entregue no prazo.. solicito o estorno do valor ja pago...,1,negativo
"produto entregue bem antes do prazo, muito bom",5,positivo
"Elogio Produto de qualidade, me surpreendeu, silêncioso e pequeno, recomendo!!",5,positivo
"Excelente Ainda não instalei, vamos ver o acabamento é muito bom!",5,positivo
Recomendo,5,positivo
Super recomendo  Atingiu minhas expectativas 👏🏽👏🏽,5,positivo
"Até o dia de hoje (24/03/18), não recebi o produto.",2,negativo
Produto legal,3,neutro
"Nao gostei do pacote, veio todo amassado, mal embalado",2,negativo
Nao recomendo,2,negativo
Produto dentro do prazo de entrega e também conforme feito pedido.,5,positivo
"Produto errado Veio com a voltagem 220,sendo que pedi 110",4,positivo
entregaram metade comprei 2 e ainda estou aguardando 1 pote. Responderam com código de rastreio e dizendo que enviam separado por segurança. Quando receber confirmarei por aqui,3,neutro
Muito boa recomendo a todos profissionais,5,positivo
Não recebi o produto,1,negativo
"Entregaram o pedido em duas etapas, ou seja, deu a impressão que veio incompleto no primeiro momento, falando do produto é de excelente qualidade, fiquei satisfeito.",4,positivo
"Só não gostei porque tive que sair do meu trabalho para ir busca o produto nos cordeiro 
Porque eles não fizeram a entrega.",3,neutro
Produto entregue sem avarias.,4,positivo
Avaliação boa na primeira entrega não tinha ninguém na casa assim falou o correio que eu acho difícil não tivesse nunquem tudo bem estou no aquário era dia 28 o retorno mais ainda não chegou,4,positivo
"Recomendo Produto entregue conforme pedido, antes do prazo.",5,positivo
"Quase um mês pra entregar uma mochila, não recomendo esta loja.",1,negativo
Entregou no prazo e adorei o produto conforme a descrição .,5,positivo
Estou satisfeito,4,positivo
"Ótimo produto, eu recomendo.",4,positivo
"Excelente Recebi o produto correto, antes do prazo. 
Parabéns às Lojas lannister pelo excelente atendimento.",5,positivo
Meu produto não foi entregue!,1,negativo
"COMPRO SEMPRE NAS lannister PORQUE TEM PREÇO, QUALIDADE E RAPIDEZ NA ENTREGA",5,positivo
Entrega dentro do prazo.,4,positivo
"O prazo para entrega do meu pedido, que paguei o frete, estava considerada para 01/09 e não recebi na em minha residencia até hoje....",2,negativo
Ótimo produto de qualidade e u recomendo,5,positivo
recomendo Atende minha necessidade,5,positivo
10 nota 10,5,positivo
Recebi apenas 1 unidade e comprei 2. Tento ligar toda hora na lannister.com e não consigo. Já enviei reclamação e solicitação de resposta varias vezes sem retorno.,1,negativo
"Ótimo produto, entregaram antes do prazo. Recomendo.",5,positivo
produto de ótima qualidade superou minhas expectativas.,5,positivo
produto bom,5,positivo
"Após a compra no site, fiz a solicitacao do cancelamento da msm e nao fui atendido. Tentei várias vezes entrar em contato e nao consegui. Agora que o produto chegou quero devolve lo.",1,negativo
"Bom produto, só não coube o notebook de 15,6'. Vou ter que devolver.",2,negativo
"Sempre gostei de comprar nas lannister, mas essa entrega deixou a desejar.",2,negativo
"Entrega antes do prazo  Produto em ótimo estado, funcionando e entregue antes do prazo. Ótima loja, obrigado.",5,positivo
Produtouito bom Produto MT bom,5,positivo
Cortina muito bonita!,3,neutro
"Minha única crítica é sobre a imagem do produto. A imagem é de uma cortina longa e eu a comprei achando que era grande o suficiente para a porta, no entanto ela é para janela.",4,positivo
O produto chegou antes da data prevista. Super recomendo.,5,positivo
"Chegou bem antes do prazo Comprei no site do baratheon e, no mesmo dia, a nota foi emitida e o relógio foi enviado. Recebi uns 3 dias depois, se muito tempo.",5,positivo
muito boa,3,neutro
Estou aguardando eu comprei 3 produtos só veio 1,1,negativo
"Produto incompleto Comprei 2 kits do polivitaminico hemovital ,onde cada kit tem 10 unidades ,pôrem só me mandaram 2 unidades ao invés das 20 unidades .estou aguardando pra ver a resposta deles ,espero q resolva isso.",1,negativo
"A qualidade do cetim poderia ser melhor, mas de modo geral o produto é bom.",3,neutro
"Tapete super macio  Eu recomendo, tapete fino mas com pelos macios.",5,positivo
"Gostei do cheiro, não e forte, serve para trabalhar o dia todo cheiroso...",4,positivo
"VEIO COM DEFEITO O produto é muito bom, só veio com defeito de fábrica. A parte inferior não está encaixando com a parte superior. Fica sambando. A loja é muito boa,porém estou esperando a resposta para a devolução.",2,negativo
"**** loja recomendo, produto entregue no prazo, de boa qualidade, sem avarias",4,positivo
"Ainda não recebi Até agora só recebi uma nota fiscal de uma Central para jeep renegade ,mais ate esse momento nada de central nem de jeep nem de elantra",1,negativo
Tô gostando,4,positivo
Atendimento normal,5,positivo
Não recebi o produto na data prometida,1,negativo
fiz a compra mas quando vi que a data prevista para a entrega seria pra 23 de agosto me desaminei mas nos comentarios as pessoas falavam que chegava rapido e chegou mesmo.ja to pensando na proxima.,5,positivo
"Vcs colocam um produto para venda sem ter em estoque, vcs acham que sou palhaço!!!!!",1,negativo
"Eu quero meu produto  Comprei a Garrafa térmica,E um kit de toalhas de 10 toalhas,porém só chegou a Garrafa,Até agora nada Das toalhas.......quero muito um retorno por favor",1,negativo
Função controle  Algumas funções do controle não funciona ; porém as funções básicas está ok,3,neutro
Amei o produto e a entrega foi super rápida! Estão de parabéns com o atendimento! Recomendo!,5,positivo
Produto de qualidade excelente!,5,positivo
"Produto bem embalado, em perfeitas condições.",5,positivo
Quero meu dinheiro de volta,1,negativo
Não recebi o produto !,1,negativo
Produto de ótima qualidade e chegou antes do prazo!,5,positivo
"Recebi dentro do prazo, material do produto frágil, porém atende as necessidades.",3,neutro
"Produto diferente Paguei o frete, porém, não vêm em casa o produto, outra coisa a foto do produto foi uma, o que foi entregue foi outro produto. Que por sua vez não veio pronto pra ser usado, tive que cortar pra usar.",3,neutro
"produto entregue rápido e conforme anunciado...
recomendo a todos... IBL",5,positivo
Excelente Produto Produto muito bem feito! Recomendo,5,positivo
"Foi a primeira vez que comprei no baratheon e gostei.
Eu tava até pensando em comprar uma bicicleta, mais quando eu olhei a taxa de entrega, achei muito cara.",3,neutro
"Loja excelente, mas o produto é nota ZERO. Nem fiz questão de tirar da embalagem. Joguei direto no lixo.",1,negativo
Produto otimo,5,positivo
"Recebi o produto no prazo, mas não gostei do relogio.
Solicitei o reembolso, e até o momento (14/09) não tive retorno da empresa. O produto já foi encaminhado a eles, enada",1,negativo
"Mercadoria muito boa 

É a entrega rápida",5,positivo
"Parece mais uma lona, e só vem uma parte da ""cortina"".",1,negativo
"Gostei da entrega, chegou bem antes do prazo, mas o material do estojo pensei que fosse melhor devido ao preço que saiu com frete, por isso dou 3 estrelas.",3,neutro
"Belo atendimento, Otimo profissionais e otimo suporte",5,positivo
Muito bom atendimento! pedido dentro do prazo!,5,positivo
"Entregue antes do prazo , produto de qualidade , ótima loja !",5,positivo
Não chegou no prazo Ja paguei a 1° parcela e ainda não chegou,1,negativo
Ótimo Produto perfeito,5,positivo
super recomendo  Parabéns pela respeito ao consumidor !,5,positivo
Encomendamos um caminhão vermelho e veio um amarelo.,1,negativo
Material de qualidade.,5,positivo
Perfeito  Sempre compro na sua lannister e nunca tive qualquer problema recomendo pela qualidade e por preços justos,4,positivo
"Recebi no dia seguinte, e o prazo era 8 dias úteis! !!! Muito bom, superou as expectativas!",5,positivo
Boa qualidade,3,neutro
"a bandana era pra ser com as pontas arredondadas e vieram quadradas, também era para vir uma bandana de tamanho médio e veio uma muito grande que não da para usar na testa.",2,negativo
Recomendo,5,positivo
"Precisa 30 dias pra fazer entrega do produto, quando encerra o prazo de entrega apenas constataram que não havia o produto em estoque. Que falta de consideração com seus clientes.",1,negativo
"NÃO RECOMENDO RECEBI O PRODUTO E AO VERIFICAR CONSTATEI QUE O PRODUTO ERA TOTALMENTE DIFERENTE DAQUELE QUE EFETUEI A COMPRA, SOLICITEI A DEVOLUÇÃO E O ENVIO DO PRODUTO CORRETO E ATÉ AGORA NÃO OBTIVE RESPOSTA.",1,negativo
A lâmpada tem um som razoavelmente bom mais deixa a desejar na iluminação é muito pouca e o meu interesse era realmente ultiliza-la para tal,4,positivo
Boa Boa,5,positivo
"Papel de parede show O papel de parede é exatamente como na foto. Vem com os utensilios para realizar a aplicação, ainda não apliquei, mas gostei muito do produto",5,positivo
O produto foi roubado no correio ainda estou aguardando minha encomenda...,3,neutro
"Entrega super rápido, produto veio bem embalado,
vou instalar amanha. Muito bom.",5,positivo
Trabalho de qualidade entregue no prazo produto em perfeito estado bem embalado recomendo!,5,positivo
Dez CHEGOU ANTI DO TEMPO BOA,3,neutro
não chegou,1,negativo
"Imaginei que o material fosse um pouco superior , mais é bom. Espero ser resistente e duradouro. A entrega chegou bem antes da data prevista isso foi muito bom. Conferir tá tudo em perfeitas condições",4,positivo
"Gostei muito de ter comprado com vcs, não me causou nenhum tipo de problemas.",5,positivo
"Simplesmente, não serve pra nada.",2,negativo
Muito bem embalado,5,positivo
Produto entregue conforme o combinado.,4,positivo
"Entrega super rápida ,produto de boa qualidade",5,positivo
Uma loja que eu confio em comprar.,5,positivo
Ótimo Rápido e correto. Recomendo.,5,positivo
Excelente Produto muito bom.,5,positivo
Cadeirinha veio errada e ate agora não entraram em contato comigo me dando a solução do meu problema. o produto é para presente ate sábado dia 25/11 e ninguém me da uma solução!,1,negativo
"Gostaria de saber onde é a garantia, pois o mesmo já possui arranhões.",3,neutro
"bom 
recomendo",5,positivo
Loja que tem respeito ao cliente!,5,positivo
nice,5,positivo
Gostei do produto atendeu minha expectativas.,4,positivo
Comprei o produto e no dia seguinte tentei cancelar a venda e a orientação que recebi era para receber o produto e devolver. Gosto de comprar no site da lannister mas fiquei chateada.,1,negativo
Entrega atrasada,1,negativo
Produto de boa qualidade,5,positivo
chegou tudo certo muito boa a maquina,5,positivo
BOM,5,positivo
"Veio antes do prazo, super recomendo.",5,positivo
Achei que cobriria mais metros quadrados.,1,negativo
Produto excelente entregue conforme combinado,5,positivo
Produto entregue corretamente,5,positivo
O produto era pra chegar no dia 05/04 no entanto ainda não recebi. Quero meu produto!,1,negativo
"Não recebi o conjunto de mantimentos. 
Foram preparados para envio?",3,neutro
Produto entregue como combinado,5,positivo
"o produto demorou MUITO PARA CHEGAro q NÃO É COMUM TRATANDO-SE DE lannister.COM já conheciaa escovae não entendo pq tem preços disparatados como os que paguei. R$ 128, R$50,00, R$55, etc+ frete.",3,neutro
Quando vou receber meu dinheiro de volta??,1,negativo
Foi muito legal...não tive problemas...recomendo,5,positivo
.,5,positivo
comprei mesa pra notebook com ordinhas e veio mesa infantil totalmente diferente quero meu produto correto,1,negativo
Recebi bem antes do prazo previsto.,4,positivo
"Comprei o produto,paguei o frete e não foi entregue em casa. Tive que ir buscar.
Péssimo.",1,negativo
ótimo,5,positivo
Carteira de couro marrom  O produto veio com defeito! Espero que não demore muito a troca pois foi comprada para presentear!,2,negativo
Excelente Excelente alívio imediato para minha coluna após dois dias de uso,5,positivo
"A data prevista era o dia 5/1/2018. Recebi o produto no dia 11/01/2018 que veio errado. Pois comprei dois espremedores e recebi apenas, um já reclamei no mesmo dia da entrega e não obtive retorno.",1,negativo
Comprei dois entregaram só um.,1,negativo
positiva,5,positivo
recomendo mas quem for comprar tem q enviar msg extra informando exatamente como quer o produto. Encomendei na cor vermelha e veio na cor cinza. Claro q vou ficar c ele pois é cansativo só de pensar em trocar,3,neutro
Recebi antes do prazo estipulado. Foi muito bom...,5,positivo
Foi bom tão de parabéns,4,positivo
"Não recebi o produto, entrei com o pedido de cancelamento e estorno do valor pago! Aguardo o andamento da solicitação",1,negativo
"Fiz a compra de uma cabo para HD externo de 80 cm, mas me enviaram um com 50cm e ainda por cima consta na nota que o babo é de 80cm!",1,negativo
"Amei,chegou super rápido, fiquei hiper satisfeita e o perfume que já uso há tempos,é divinoooo!!!",5,positivo
Adorei a cortina,5,positivo
"Fiz a compra de 2 pneus e faturou somente 1, paguei R$525,00 sendo que no site das lannister o mesmo pneu custa R$305,00, preciso de um retorno pois paguei a mais do que vale...
aguardo retorno.",1,negativo
Recomendo Gostei do serviço,4,positivo
Chatice! Coisa mais chata isso de ficar perguntando a gente como foi a compra. Faz a sua obrigação e ponto final!,3,neutro
"Fiquei muito satisfeita com minha compra, o produto foi entregue antes do prazo.",5,positivo
Entregue no prazo .,5,positivo
"Amei o produto!Do jeito que eu precisava,com varias divisorias...chegou bemm antes do prazo e pra fechar com chave de ouro veio na cor que eu realmente queria vermelha !Simplismente linda!Amei!",4,positivo
Tudo certo! Pedi e chegou no tempo e o produto certo!,5,positivo
"Excelente vendedor! Enviou rapidamente a encomenda! O produto é excelente e corresponde ao anúncio! Gostei muito do prazo de entrega, muito rápido e sem problemas! Recomendo a todos!",5,positivo
"Só uma crítica, o site saiu do ar a parte dos pedidos e não pude rastrea-lo. Site muito ruim nessa parte. E na central não tem como reclamar sem o número do pedido, ou seja, sem comunicação, só espera",4,positivo
muito bom gostei,5,positivo
sastifeito o protudo como eu esperava so que não tive tempo de destalo mais garando que muito bom,4,positivo
"Ainda não recebi  Loja excelente pra se comprar. Eu ainda não recebi meu produto mais estou sendo muito bem informado sobre o andamento da entrega, espero o êxito da compra o mais breve possível.",4,positivo
"Bom Muito Bom; no atendimento, Rapidez na compra, Segurançaa etc.",5,positivo
Produto muito bom e tudo que eu esperava,5,positivo
o produto nao foi entregue.,1,negativo
Muito bom,5,positivo
A ponteira do carregador é diferente da que é mostrada na foto.,2,negativo
A loja em si é boa porém eu pedi um colar e veio um outro totalmente diferente,3,neutro
PRODUTO FALSO COMPREI UM CARTAO MAS NAO FUNCIONOU E DEU ERRO E ATRAVES DE APLICATIVO ACUSOU SER FALSO,2,negativo
Meu produto nunca chegou,1,negativo
Já foi melhor! Muita demora pra entregar o produto...,2,negativo
Ótimo,5,positivo
Produto diferente da propaganda. Não estou satisfeita.,1,negativo
Excelente parabéns,5,positivo
Recebi produto bem antes do prazo e em perfeito estado.,5,positivo
Produto excelente,5,positivo
"Bom dia!

 Não gostei, de péssima qualidade!",1,negativo
"Recebi antes do prazo, e o produto exatamente como descrito.",5,positivo
Eu não recebi o produto,1,negativo
Otima Vendedor bom,5,positivo
Vou recomendar para meus amigos.,5,positivo
Gostei muito,5,positivo
otimo vendedor otimo produto entrega super rapida,5,positivo
"A tinta veio em bom embrulho, meio amassado, mas veio corretamente embrulhada em papel bolha. A tinta aparentemente está, ok. Ainda não foi testada, pois minha tinta ainda não acabou...",5,positivo
recomendo  ótimo,3,neutro
TUDO CONFORME PEDIDO. BOM VENDEDOR.,5,positivo
BEM DO JEITO QUE EU PEDI...,5,positivo
Veio no prazo combinado super bem embalado.,5,positivo
"Veio antes do prazo, muito bem embalado e de material resistente o produto, muito bom.",5,positivo
Otimo muito bom,5,positivo
"Fiquei maravilhada com a qualidade e a beleza do produto! Lindo mesmo, pode ser usado como decoração do quartinho de tão lindo🐘👌🏼😍ADOREI MESMO",5,positivo
"Entrega super rápida, e produto de qualidade, recomendo!",5,positivo
"Sempre sou muito bem atendida e recebo os produtos sempre no prazo,já sou cliente a muito tempo e só tenho a agradecer.",5,positivo
Bom,5,positivo
"Descrição incompleta No anúncio não diz o tipo de gás para utilização, e infelizmente o que chegou não é o que eu preciso. Como a compra é por empresa parceira, tu não tem contato com eles. Tenho que devolver.",2,negativo
Não tenho nem o que opinar! Não recebi o objeto comprado.,1,negativo
ainda nao comecei a usar a entrega chegou antes do previsto.,5,positivo
bom vendedor.... recomendo.... demorou um pouco mais ta bom. entregaram direitinho.,5,positivo
recebi o produto antes do prazo previsto!,5,positivo
Faltou orientações mais detalhadas sobre a instalação,3,neutro
Chegou antes do prazo,5,positivo
"Entrega  A entrega foi bem antes que eu esperava, super recomendo o site",5,positivo
Relógio Casio Tudo conforme a compra realizada.,5,positivo
"Estou gostando do produto. Gostaria de comprar outros produtos, tipo 2 ou 3 produtos, e pagar apenas um frete. Não seria justo? Fica a dica!",5,positivo
Foi rápido e os mascotes estão maravilhoso,4,positivo
otima,5,positivo
"Demora para atualizar o rastreamento do produto. ( exemplo o produto já tinha chegado, mas a atualização que o produto estava no transporte, só apareceu no outro dia.)",4,positivo
Adorei meu kit ficou lindo no meu sofá,4,positivo
"O maior problema foi ter de buscar o produto nos correios, que não era o da minha cidade. Absurdo ter de pagar um frete que não é barato e não receber o produto em casa.",2,negativo
Porém chegou sem as baterias.,5,positivo
"Meu produto veio errado, comprei um tapete de 2 ,00 x 2,00, paguei mais caro por esta medida e veio um tapete maior , gostaria de devolver e receber o produto correto",3,neutro
Até o momento nada do produto chegar. Esperarei mais uns dias antes de procurar meus direitos perante a justiça.,1,negativo
Muito bom  Entrega rápida bom serviço,4,positivo
Entrega Gostei do produto,4,positivo
"Excelente produto, recomendo!",5,positivo
Bem bonita...so não gostei da bainha...,4,positivo
bom produto e vendedor,5,positivo
só o correios que nao entregou tive que retirar,5,positivo
"Muito Linda! Produto de ótima qualidade, ficou perfeita na minha cama. Chegou antes do prazo.",5,positivo
Produtos excelente. Chegou bem antes do prazo previsto.,5,positivo
"podia ser mais ágil, principalmente se tratando de suplementos vitamínicos.",4,positivo
Satisfeita com o produto e com a entrega.,5,positivo
"Não compraria em momento algum novamente nessa loja . Confiei e comprei o produto que eu conheço, marca que eu conheço e veio algo totalmente diferente. Não indico. estou frustrada.",1,negativo
Produto bom responsavel pela entrega até antes do prazo.,5,positivo
Produto não foi entregue Até hoje o produto não foi entregue.,1,negativo
Excelente Entrega antes do prazo.,5,positivo
"recomendo, papel de parede lindo e facil colocação. só a cola que veio é dificil diluir na agua.",5,positivo
Produto recebido,4,positivo
Pontualidade  Novamente só Tenho Q agradecer vcs. Pontualidade respeito com seus cliente.muito obrigado por vcs serem Assim.nota 1000,5,positivo
"Entregaram o produto conforme combinado, no prazo certo, nas condições corretas, o produto correto. Não tenho reclamações.",4,positivo
naõ egue 20/03 como combinado e nem ninguem ligou para da uma satisfação,1,negativo
nao recebi o meu produto  não recebi e não tenho informação sobre oque aconteceu,1,negativo
"e não recebi o ressarcimento do valor, um absurdo.",1,negativo
recomendo muito bom!,5,positivo
10 adorei,5,positivo
"Como sempre, lannister mais que pontual !!! Super recomendo",5,positivo
"Recomendo. Produtos chegaram rápido, bem embalados e em ótimo estado.",5,positivo
"Ele deveria ser um pouco mais firme. 
Quando pagamos frete esperamos receber em casa. Para ir a agência do Correios precisei pegar 2 lotações e metrô (tanto na ida como na volta). Não é certo",4,positivo
Bom,4,positivo
"Excelente  Excelente vendedor, produto novo na embalagem, entrega dentro do prazo estipulado",5,positivo
não recebi o produto cert não veio o produto que eu comprei.,1,negativo
Produto entregue não foi o mesmo do anuncio. Embalagem diferente e bebida tambem. O que esta no anuncio tinha a garrafa de green label. E o que foi enviado tem a garrafa johnny walker platinum.,1,negativo
Gostei muito,5,positivo
Foi entregue antes do prazo.,5,positivo
"Produto chegou antes do prazo previsto para entrega e em perfeito estado, com as características iguais as da imagem. Recomendo!",5,positivo
"Testando o produto! Tudo em ordem por enquanto! recomendo! Muito obrigado, lannister",5,positivo
QUERO DEVOLVER O PRODUTO PORQUE NÃO TEM A MESMA FÓRMULA DO OPTYMEMORI DO SITE DO ORIGINAL.,1,negativo
regular,3,neutro
Tudo certo Conforme esperado,4,positivo
"Rápida entrega, produto de ótima qualidade. 
Amei...",5,positivo
Recomento Recomendo.,5,positivo
"Bom, pretendo comprar mais vezes.",5,positivo
COMPREI A TAMPA PARA O COOKTOP CONSUL E EM NENHUM MOMENTO DIZIA QUE NÃO TINHA O PRODUTO. NO DEPOIS A PRIMEIRA PARCELA PAGA É QUE FIQUEI SABENDO DA NOVIDADE.,2,negativo
Recomendo o produto e o atendimento.,5,positivo
Chegou muito antes do prazo informado.,5,positivo
"Escolhi o controle remoto baseado na figura mostrada. Enviaram-me um outro, com as mesmas funções, é verdade, mas diferente do escolhido.O vendedor também não foi o mencionado na compra.",1,negativo
O produto é bom! Principalmente para quem deseja gravar videos pela câmera frontal do celular e não possui flash! Ele funciona como um substituto do flash!,4,positivo
"Excelente  Ótima compra chegou 2 semanas antes da data estimada, veio muito bem embalada.
Amei a compra.",5,positivo
"só não curti muito o produto, ja q comprar pela internet mtas vezes o produto parece ser uma coisa, e é bem diferente. kkkkk",4,positivo
"comprei um aparelho para voltagem 220(sta Catarina), enviaram 110.Em contato com a Diluka Power disseram que mandariam um transforormadorque foi recebido, mas pinos não combinam,teria comprar um T",1,negativo
Meu pedido ainda não foi  Meu pedido não foi entregue,2,negativo
Ótimo qualidade exelente!,5,positivo
Amei! Lindo o Lençol!,5,positivo
"Comprei 2 unidades veio só uma, tentei ligar no tel da nota não atende, telefone e aplicativo da lannister não tem a opção de reclamações, entrei com o Procon pra resolver.aconselho ninguém comprar",1,negativo
Produto simples mas que atendeu a expectativa em razão di baixo custo. Boa opção de presente. Entrega antecipou.,4,positivo
"Tudo ok, produto de acordo com o anunciado, só não foi melhor porque a entrega foi pelos Correios, empresa estatal que presta um péssimo serviço, mas dessa vez entregaram no prazo...",4,positivo
Cancelei,1,negativo
"Produto falsificado O relógio é falsificado, bem diferente da foto anunciada. O preço não vale o produto.",1,negativo
"Produto de qualidade intermediária, porém muito bonito!",4,positivo
Qualidade na prestação dos servidos,5,positivo
Muito bom,5,positivo
Muito bom Muito bom.,5,positivo
Muito bom Recebi uma mensagem da lannister para que eu fosse retirar meu pedido no Correio. Fui e deu tudo OK. Inclusive já tenho um outro pedido com o mesmo produto.,5,positivo
👍🏽 Recomendo.,5,positivo
"Veio apenas a case de celular para bike
A lanterna ainda não chegou",3,neutro
"Comprei e paguei, porém, não tive qualquer retorno do lojista.
Não recomendo.",1,negativo
"Produto diferente do oferecido, e cheio de defeitos.",1,negativo
"Tudo certo, produto recebido e nota fiscal enviada com o mesmo.",3,neutro
Muita demora na entrega,1,negativo
Muito boa,5,positivo
"Apesar de ter sido estipulado um prazo de entrega bem distante, foi entregue conforme bem antes.
Fiquei satisfeita....",5,positivo
Entrega muito rápida,5,positivo
Entrega antes do prazo,5,positivo
"produto bom,entrega no tempo previsto, recomendo.",5,positivo
Recomendo os produtos ótimos.,5,positivo
"material do tecido muito  preço otimo,e material muito bom,eu recomendo",5,positivo
Recomendo! Tudo certo com a compra. O produto chegou e funcionou direitinho. Só acho que poderiam enviar por carta registrada que sai bem mais barato o frete.,5,positivo
O produto não é adequado ao que condiz na descrição.,2,negativo
"NÃO AVALIAREI ATÉ A PRESENTA DATA, POIS NÃO RECEBI O PRODUTO.",1,negativo
"O produto é excelente, veio conforme a propaganda. A entrega foi super rápida, chegou bem antes do prazo determinado.",5,positivo
"Veio tudo certo, no prazo indicado. Que eu achei que demorou demais, e as espatulas dentro da panela quando roda, fica batendo nos cantos da panela.",3,neutro
Parabéns  Ótimo produto,5,positivo
o produto veio pela metade e veio outro produto,1,negativo
Comprei 14 unidades e recebi somente 9. Ainda não foi resolvida a questão.,1,negativo
Td lindo e impecável,5,positivo
otimo,5,positivo
Produto chegou antes do tempo previsto,4,positivo
Ok Ok,3,neutro
"Eu cancelei a compra, estou esperando a devolução do valor conforme o e-mail recebido.",1,negativo
Recebi o produto no prazo mas solicitei o cancelamento pois a mercadoria veio com defeito.,1,negativo
"produto veio quebrado e, ao tentar trocar, foi simplesmente impossível pelo site da baratheon, enviei e-mails que não foram retornados e, por fim, paguei por algo que não usarei.",1,negativo
"Não chegou no prazo, e não tem data para a entrega.
Já pedi o cancelamento.
Quero reembolso.",1,negativo
"Produto de qualidade excelente, chegou dentro antes do prazo. Adorei",4,positivo
Muito lindo! Adorei as barrinhas. O tecido é ótimo e as barras são bem bordadas e delicadas.,5,positivo
Chegou antes do prazo,5,positivo
"Estou satisfeita Correu tudo bem com a minha compra, portanto estou satisfeita! Gosto muito de comprar nas lojas lannister!",5,positivo
"super recomendado Recebi o produto correto, com prazo menor ao informado no ato da compra.",5,positivo
Bom Bom,3,neutro
nao recebi o produto que ja paguei ! nao recomendo a compra nesse site.,1,negativo
"Nao foi entregue e no status esta como ja foi entregue, quero o meu produto!!!",1,negativo
ATENDIMENTO RÁPIDO Primeira experiência boa.,4,positivo
otimo,5,positivo
recomendo,5,positivo
Quero trocar pois comprei o modelo errado. O que posso fazer?,5,positivo
"Boa tarde,
Comprei o produto pelo seu formato arredondado nas pontas e me foi entregue três caixas quadradas com as pontas diferentes do anunciado. Ou seja, fui enganada. Exijo retorno",1,negativo
Comprei dois frascos de vitaminas e recebi apenas um,1,negativo
